Name	geneid	logFC.mesen	logCPM.mesen	LR.mesen	PValue.mesen	FDR.mesen	logFC.diff	logCPM.diff	LR.diff	PValue.diff	FDR.diff	Row.names.y	logFC.immuno	logCPM.immuno	LR.immuno	PValue.immuno	FDR.immuno	logFC.prolif	logCPM.prolif	LR.prolif	PValue.prolif	FDR.prolif
RAB5B	5869	-0.154679974	8.369997512	4.749826078	0.029301256	0.065394763	0.124340114	8.369997512	3.085150558	0.079009953	0.165733653	RAB5B|5869	0.033941981	8.369997512	0.248779192	0.617936	0.723692543	-0.003602122	8.369997512	0.002813573	0.957697551	0.967813402
RAB5C	5878	0.142540025	7.574617256	6.757474372	0.00933558	0.025606355	-0.20947115	7.574617256	13.57424737	0.00022931	0.001489437	RAB5C|5878	0.198832735	7.574617256	14.04532262	0.000178457	0.000967459	-0.13190161	7.574617256	6.014291232	0.014190477	0.027180248
RAB6A	5870	-0.085296342	7.875161315	1.208925045	0.271545119	0.381205643	-0.004756302	7.875161315	0.003687402	0.951579032	0.971536925	RAB6A|5870	0.005024655	7.875161315	0.004510632	0.946453344	0.964559363	0.085027989	7.875161315	1.313469708	0.251767405	0.329169383
RAB6B	51560	-0.244762744	5.421907335	3.875064268	0.049008433	0.09965463	0.159174915	5.421907335	1.672905387	0.195869833	0.326313865	RAB6B|51560	0.170671378	5.421907335	2.102846457	0.147025209	0.244752404	-0.085083549	5.421907335	0.512665789	0.473987128	0.556006492
RAB6C	84084	-0.104726432	0.130004649	1.261865607	0.261298252	0.369877903	0.054797569	0.130004649	0.341036382	0.559231613	0.686327656	RAB6C|84084	0.038545595	0.130004649	0.185103876	0.66702325	0.76387646	0.011383268	0.130004649	0.016310561	0.898376255	0.921641461
RAB7A	7879	0.026836866	8.7040225	0.238358902	0.625393923	0.719411098	-0.080582892	8.7040225	2.060145671	0.151195716	0.268658945	RAB7A|7879	0.21551606	8.7040225	16.67421425	4.44E-05	0.000291877	-0.161770034	8.7040225	9.095412072	0.002562515	0.00594494
RAB7L1	8934	-0.116664387	4.596656107	1.424771838	0.232619576	0.337681973	-0.249571832	4.596656107	6.22243994	0.012614116	0.039678646	RAB7L1|8934	0.122267611	4.596656107	1.710387813	0.190935061	0.299248316	0.243968608	4.596656107	6.952228792	0.008371487	0.016979078
RAB8A	4218	-0.249452444	7.132104607	10.96132936	0.000930331	0.003874741	-0.051468815	7.132104607	0.464367899	0.495589673	0.632034718	RAB8A|4218	0.203544317	7.132104607	8.178344995	0.004239342	0.014040686	0.097376942	7.132104607	1.866029005	0.171930576	0.238240839
B3GALT6	126792	0.082513656	5.606760958	1.170129653	0.279374602	0.389679667	-0.085676778	5.606760958	1.200426376	0.273236476	0.415730474	B3GALT6|126792	-0.113416445	5.606760958	2.299329991	0.129429819	0.220782057	0.116579567	5.606760958	2.511357089	0.113028559	0.166430205
RAB8B	51762	0.51591428	4.256723255	48.01259543	4.23E-12	9.28E-11	-0.346342969	4.256723255	18.95345709	1.34E-05	0.000144203	RAB8B|51762	0.21926758	4.256723255	8.904401008	0.002844842	0.010064124	-0.388838892	4.256723255	26.4041156	2.77E-07	1.49E-06
RAB9A	9367	-0.112090971	4.722836818	1.854420622	0.173270124	0.269094959	0.134479039	4.722836818	2.672221157	0.102113424	0.200810878	RAB9A|9367	0.314129349	4.722836818	16.22925779	5.61E-05	0.000355711	-0.336517416	4.722836818	17.49965804	2.87E-05	0.00010292
RABAC1	10567	0.062361273	6.763159863	0.373849739	0.540913272	0.644648861	-0.042552812	6.763159863	0.166958951	0.682828748	0.786830453	RABAC1|10567	0.270320526	6.763159863	7.630244895	0.005739751	0.017909029	-0.290128987	6.763159863	8.339976986	0.003878209	0.008603663
RABEP1	9135	0.114114639	5.101246817	3.080332769	0.079244311	0.14560508	-0.327613275	5.101246817	23.32193374	1.37E-06	2.19E-05	RABEP1|9135	0.081459653	5.101246817	1.661679375	0.197376731	0.307475149	0.132038984	5.101246817	4.425223002	0.035411486	0.06085399
RABEP2	79874	-0.018526326	4.355228472	0.068605715	0.793377779	0.854044235	0.113978347	4.355228472	2.563041327	0.109387965	0.211329657	RABEP2|79874	-0.021967575	4.355228472	0.102562675	0.748775731	0.826767542	-0.073484446	4.355228472	1.150901923	0.283360425	0.363354867
RABEPK	10244	-0.126329501	4.525881488	2.710644732	0.099680698	0.174272241	0.0896242	4.525881488	1.360683405	0.243419077	0.381909253	RABEPK|10244	0.11569376	4.525881488	2.486103864	0.114855739	0.201404669	-0.07898846	4.525881488	1.144301225	0.284745288	0.365007611
RABGAP1	23637	0.077752772	5.734884213	1.213500346	0.270639994	0.380110385	-0.014417063	5.734884213	0.040077982	0.841328187	0.898314339	RABGAP1|23637	-0.191716103	5.734884213	7.609952252	0.005804702	0.018083377	0.128380395	5.734884213	3.563445304	0.059065026	0.095412252
RABGAP1L	9910	-0.004803989	3.290632187	0.003063099	0.955863399	0.968505069	0.049553108	3.290632187	0.318655776	0.572416596	0.697165834	RABGAP1L|9910	0.06814161	3.290632187	0.660893228	0.416244777	0.541328166	-0.112890729	3.290632187	1.793706434	0.180475222	0.248429018
RABGEF1	27342	-0.050765991	5.508851599	0.856542511	0.354708057	0.468856551	0.046180244	5.508851599	0.696614128	0.40392374	0.54944898	RABGEF1|27342	0.098172015	5.508851599	3.464162929	0.062712241	0.124329287	-0.093586269	5.508851599	3.109449482	0.077839266	0.12091197
RABGGTA	5875	-0.161716277	5.359864352	4.430228218	0.035307787	0.076119905	0.236358343	5.359864352	9.649847524	0.001893673	0.008391073	RABGGTA|5875	0.086644623	5.359864352	1.392497116	0.237983849	0.355305752	-0.161286689	5.359864352	4.735234231	0.029550824	0.051926434
B3GALTL	145173	0.240901492	3.260627043	6.795678248	0.00913788	0.025154801	-0.355083715	3.260627043	13.31339029	0.000263517	0.001668176	B3GALTL|145173	0.011300723	3.260627043	0.015482416	0.900976122	0.934582255	0.1028815	3.260627043	1.306592976	0.253012443	0.33049615
RABGGTB	5876	-0.14182437	5.295666961	3.407790488	0.064889276	0.124917194	0.297867996	5.295666961	15.4033752	8.68E-05	0.000673587	RABGGTB|5876	0.089538938	5.295666961	1.484083618	0.223136694	0.337780414	-0.245582564	5.295666961	10.84959997	0.000988171	0.002527246
RABIF	5877	-0.189216096	4.595218707	8.003392986	0.004668978	0.014560167	0.106830404	4.595218707	2.569517923	0.108940926	0.210680062	RABIF|5877	0.099285351	4.595218707	2.424129979	0.11947956	0.207883229	-0.01689966	4.595218707	0.069950341	0.791409097	0.835397625
RABL2A	11159	-0.313537144	4.327965726	12.26070202	0.000462597	0.002163909	0.227362626	4.327965726	6.692428814	0.009682321	0.031845937	RABL2A|11159	-0.362067382	4.327965726	17.34430018	3.12E-05	0.000214642	0.448241901	4.327965726	29.24159918	6.39E-08	3.85E-07
RABL2B	11158	0.016282741	4.540334379	0.029805806	0.862931594	0.904555913	0.183005535	4.540334379	3.732498742	0.053363507	0.123032081	RABL2B|11158	-0.037920016	4.540334379	0.170860428	0.679348248	0.773174139	-0.161368261	4.540334379	3.07804995	0.079355619	0.122953521
RABL3	285282	0.083142559	4.928394293	1.900333226	0.168041025	0.262879481	-0.077872744	4.928394293	1.587487302	0.207685496	0.340296398	RABL3|285282	0.047452393	4.928394293	0.655209816	0.41825617	0.543340124	-0.052722209	4.928394293	0.806914465	0.369034065	0.453782734
RABL5	64792	-0.277468319	5.925663155	11.83484695	0.000581325	0.002624069	0.124873435	5.925663155	2.446710594	0.117771436	0.223243341	RABL5|64792	-0.156497632	5.925663155	4.07155276	0.043611168	0.093175994	0.309092517	5.925663155	16.82582813	4.10E-05	0.000142363
RAC1	5879	-0.032852578	8.189935749	0.246665418	0.619432908	0.714878492	0.037011674	8.189935749	0.306752331	0.579679956	0.703421466	RAC1|5879	0.044456505	8.189935749	0.48464575	0.486325485	0.608436818	-0.048615601	8.189935749	0.578499685	0.446900998	0.530037267
RAC2	5880	0.49143865	4.980122575	18.75518184	1.49E-05	0.000110457	-0.152753604	4.980122575	1.632127885	0.201408985	0.332627671	RAC2|5880	0.958262875	4.980122575	78.5427437	7.83E-19	3.94E-17	-1.296947921	4.980122575	113.2896694	1.86E-26	1.19E-24
RAC3	5881	-0.130731381	4.278710505	0.828810479	0.362616717	0.47630822	-0.327660424	4.278710505	4.927770251	0.026428397	0.070992192	RAC3|5881	0.043595273	4.278710505	0.100078391	0.751735582	0.829026229	0.414796531	4.278710505	9.484334922	0.002072337	0.004929538
RACGAP1	29127	-0.300801262	5.981231596	11.52018031	0.000688447	0.003017187	-0.374217629	5.981231596	17.13117138	3.49E-05	0.000316819	RACGAP1|29127	0.29235418	5.981231596	12.38599936	0.000432565	0.002047986	0.382664711	5.981231596	21.5773751	3.40E-06	1.48E-05
ACAT2	39	-0.069353073	4.310760992	0.536153269	0.464031323	0.575386737	-0.431085141	4.310760992	19.19349284	1.18E-05	0.000129357	ACAT2|39	0.496475709	4.310760992	31.01192499	2.56E-08	3.76E-07	0.003962506	4.310760992	0.001897172	0.9652579	0.973577986
B3GAT1	27087	0.560963396	2.170640498	4.129917222	0.042131412	0.088169354	1.034862515	2.170640498	14.37429232	0.000149834	0.001051313	B3GAT1|27087	-2.067169034	2.170640498	43.1415872	5.09E-11	1.20E-09	0.471343123	2.170640498	3.078999637	0.079309293	0.122911652
RAD1	5810	-0.058552684	5.014052926	0.604958264	0.436692453	0.549232376	-0.17182723	5.014052926	4.986696604	0.025542926	0.069150916	RAD1|5810	0.11073229	5.014052926	2.345375461	0.125655283	0.216033925	0.119647624	5.014052926	2.763256514	0.09645172	0.145456882
RAD17	5884	-0.120893163	4.545886696	3.283381765	0.069984586	0.132216285	-0.03876852	4.545886696	0.331100987	0.565011505	0.691079441	RAD17|5884	-0.093548363	4.545886696	2.099923536	0.147306505	0.245006184	0.253210047	4.545886696	16.10077439	6.01E-05	0.000201195
RAD18	56852	-0.06823903	3.984413357	0.709486571	0.399614311	0.513423386	0.091995324	3.984413357	1.277242083	0.258412454	0.398395687	RAD18|56852	0.074319927	3.984413357	0.909820018	0.340162178	0.464918872	-0.09807622	3.984413357	1.568209094	0.210467287	0.282754427
RAD21	5885	0.086042439	8.302090146	1.20347857	0.272627531	0.382266569	0.038876797	8.302090146	0.237404093	0.626087334	0.742788998	RAD21|5885	0.141243675	8.302090146	3.466265799	0.062632553	0.124228178	-0.266162911	8.302090146	11.86903631	0.000570749	0.001544333
RAD23A	5886	-0.29935476	7.967087538	11.99979022	0.000532065	0.002431654	0.150642562	7.967087538	3.119961094	0.07733863	0.16317271	RAD23A|5886	0.036812934	7.967087538	0.201043561	0.653879829	0.751838243	0.111899263	7.967087538	1.887689656	0.169462736	0.235443158
RAD23B	5887	0.012436243	7.62287704	0.039836472	0.841800654	0.888118933	0.033390554	7.62287704	0.279723349	0.596882601	0.717996056	RAD23B|5887	0.032019799	7.62287704	0.281430649	0.595765049	0.704890559	-0.077846596	7.62287704	1.657358727	0.197960321	0.268321518
RAD50	10111	-0.061271549	5.698018562	0.642008989	0.422984248	0.536695002	0.180352632	5.698018562	5.565216531	0.018320744	0.053135398	RAD50|10111	-0.037085709	5.698018562	0.250986609	0.616381231	0.722594889	-0.081995374	5.698018562	1.231165609	0.267180475	0.345872639
RAD51	5888	-0.258622832	3.668333995	6.505229612	0.010755767	0.028739985	-0.274867741	3.668333995	7.113211374	0.007651791	0.026292985	RAD51|5888	0.371915987	3.668333995	15.35608097	8.90E-05	0.000530299	0.161574586	3.668333995	2.860201691	0.090796113	0.138174317
RAD51AP1	10635	-0.406209523	4.471132527	16.17235	5.78E-05	0.000365038	-0.609411089	4.471132527	34.35321809	4.60E-09	1.92E-07	RAD51AP1|10635	0.311520426	4.471132527	10.99524154	0.000913461	0.003816416	0.704100185	4.471132527	58.72046535	1.82E-14	2.93E-13
RAD51C	5889	-0.146169621	3.68672545	3.08946468	0.078800728	0.14505142	-0.333883203	3.68672545	15.26275134	9.35E-05	0.000711489	RAD51C|5889	0.070861124	3.68672545	0.792359586	0.373387591	0.499118808	0.4091917	3.68672545	27.57420624	1.51E-07	8.58E-07
B3GAT3	26229	-0.166334046	5.755178566	4.546642559	0.032983362	0.071944549	0.296381818	5.755178566	14.8336724	0.00011742	0.000860817	B3GAT3|26229	0.077993014	5.755178566	1.094107462	0.295562917	0.418634433	-0.208040786	5.755178566	7.607513166	0.005812559	0.012340635
RAD51L1	5890	-0.203419541	2.237089065	5.368983481	0.02049792	0.04877434	-0.217766245	2.237089065	5.957787267	0.014652419	0.044596359	RAD51L1|5890	0.101976214	2.237089065	1.488891982	0.222388455	0.336848867	0.319209572	2.237089065	15.05176269	0.000104603	0.000333099
RAD51L3	5892	-0.043975407	2.533594329	0.245215389	0.620464403	0.715634582	-0.377853737	2.533594329	16.83064174	4.09E-05	0.000362986	RAD51L3|5892	0.062229965	2.533594329	0.528877918	0.467078988	0.590133353	0.359599179	2.533594329	18.3642201	1.82E-05	6.81E-05
RAD52	5893	-0.217397737	3.468873142	5.218010144	0.022354116	0.052363846	-0.007381559	3.468873142	0.005988572	0.938316587	0.963005796	RAD52|5893	-0.237994845	3.468873142	6.650464176	0.009913	0.028191541	0.462774142	3.468873142	27.30483689	1.74E-07	9.74E-07
RAD54B	25788	-0.225806228	3.81896985	4.449170682	0.0349182	0.075429659	0.081870166	3.81896985	0.590016267	0.442412828	0.58541962	RAD54B|25788	0.086203502	3.81896985	0.715612076	0.397587011	0.52280636	0.05773256	3.81896985	0.322699894	0.569989608	0.645812745
RAD54L	8438	-0.303059013	4.156553226	7.711093753	0.005488249	0.016594562	-0.465960174	4.156553226	17.30575739	3.18E-05	0.000294272	RAD54L|8438	0.466341947	4.156553226	21.15130366	4.24E-06	3.72E-05	0.302677239	4.156553226	8.837033678	0.002951785	0.006757345
RAD54L2	23132	-0.027348099	3.904342057	0.110045863	0.740091928	0.812930782	-0.001612562	3.904342057	0.00037195	0.984612938	0.990211028	RAD54L2|23132	-0.264790662	3.904342057	10.685455	0.001079812	0.004394354	0.293751323	3.904342057	14.09132954	0.000174145	0.000531199
RAD9A	5883	-0.343921828	4.413241223	20.0430604	7.57E-06	6.17E-05	0.02925695	4.413241223	0.147522545	0.700914235	0.80068876	RAD9A|5883	0.104923085	4.413241223	2.094436951	0.147836166	0.245591761	0.209741793	4.413241223	8.530517189	0.003492404	0.007851974
RAD9B	144715	-0.169895922	1.131069745	2.947275287	0.086022479	0.155320351	-0.174697848	1.131069745	3.014971174	0.082498922	0.171173886	RAD9B|144715	0.133559399	1.131069745	2.00771667	0.156500707	0.256875478	0.211034371	1.131069745	5.104100275	0.023869356	0.043026501
RADIL	55698	0.258462379	1.888983002	1.76784915	0.183648488	0.281647424	-0.809641012	1.888983002	14.67664414	0.000127618	0.000924	RADIL|55698	-0.667562569	1.888983002	11.24316046	0.00079917	0.00342257	1.218741203	1.888983002	45.56409457	1.48E-11	1.60E-10
RAE1	8480	-0.214011683	6.240184426	8.231570953	0.004116788	0.013155167	-0.112869047	6.240184426	2.250846736	0.133541313	0.244544416	RAE1|8480	0.011628461	6.240184426	0.026566492	0.870524492	0.912640839	0.315252269	6.240184426	20.31396284	6.57E-06	2.70E-05
B3GNT1	11041	-0.027550712	4.793386817	0.110428258	0.739657096	0.812511824	-0.067893221	4.793386817	0.648137506	0.420779358	0.565150591	B3GNT1|11041	-0.449955278	4.793386817	29.86114956	4.64E-08	6.54E-07	0.54539921	4.793386817	49.20108977	2.31E-12	2.80E-11
RAF1	5894	-0.034664413	6.691829951	0.36428394	0.546136617	0.649607493	0.017473483	6.691829951	0.090485653	0.763560654	0.845701984	RAF1|5894	-0.054623402	6.691829951	0.960301527	0.32711092	0.451461741	0.071814332	6.691829951	1.696676288	0.19272322	0.262407386
RAG1	5896	-0.160118086	0.900447862	1.061784135	0.302808618	0.415470794	-0.176129906	0.900447862	1.24450389	0.264604807	0.405558521	RAG1|5896	-0.163694894	0.900447862	1.181972842	0.27695473	0.398848372	0.499942885	0.900447862	11.92917948	0.000552615	0.001500078
RAG1AP1	55974	-0.057145845	6.354350962	0.378110019	0.538616462	0.64259347	0.028210333	6.354350962	0.090454517	0.763600124	0.845701984	RAG1AP1|55974	0.438756328	6.354350962	24.97495907	5.81E-07	6.46E-06	-0.409820816	6.354350962	20.05282463	7.53E-06	3.04E-05
RAGE	5891	-0.555345751	3.799050851	26.74921386	2.32E-07	2.66E-06	0.354722261	3.799050851	11.86335636	0.000572493	0.003142822	RAGE|5891	-0.063884365	3.799050851	0.400765463	0.526694204	0.643798492	0.264507855	3.799050851	7.175228104	0.007391705	0.01518879
RAI1	10743	0.202512294	6.608357196	5.864060764	0.015453102	0.038739715	0.11071505	6.608357196	1.685497222	0.1941956	0.324219069	RAI1|10743	-0.229867717	6.608357196	7.647778391	0.005684228	0.017755334	-0.083359627	6.608357196	1.031081711	0.30990474	0.391843646
RAI14	26064	0.850827038	6.323500578	62.97339379	2.10E-15	6.53E-14	-0.544825069	6.323500578	21.31142786	3.90E-06	5.24E-05	RAI14|26064	-0.221608888	6.323500578	4.041296869	0.044399689	0.094542004	-0.084393081	6.323500578	0.600188583	0.438506082	0.521952623
RAI2	10742	-0.257813466	6.331045703	4.160972225	0.041365654	0.08682963	0.373398399	6.331045703	9.153718325	0.002482132	0.010494216	RAI2|10742	0.0048937	6.331045703	0.001646798	0.967630119	0.978403819	-0.120478633	6.331045703	0.992556682	0.319118301	0.401590635
RALA	5898	-0.08273911	6.181560261	1.591820716	0.207066197	0.309115897	-0.191136732	6.181560261	8.135035365	0.0043418	0.016532531	RALA|5898	0.23184866	6.181560261	13.76188418	0.000207504	0.001094124	0.042027183	6.181560261	0.446905204	0.503808299	0.583874131
RALB	5899	0.141465628	6.112553207	5.460574127	0.019450255	0.046646268	-0.065726629	6.112553207	1.116713272	0.290627274	0.435097145	RALB|5899	0.153932769	6.112553207	6.874535888	0.008743246	0.025453844	-0.229671768	6.112553207	14.79752384	0.000119693	0.000377078
RALBP1	10928	-0.106301082	7.040995874	1.725408151	0.188998383	0.287907411	0.166385976	7.040995874	4.245521289	0.039353986	0.097134501	RALBP1|10928	0.193024686	7.040995874	6.256497053	0.012373863	0.033739238	-0.25310958	7.040995874	10.33225235	0.001307256	0.003256793
B3GNT2	10678	0.039118309	5.954546047	0.228609497	0.632556788	0.725237704	0.107306177	5.954546047	1.685407436	0.194207478	0.324219069	B3GNT2|10678	0.21545905	5.954546047	7.511805	0.006129591	0.018905788	-0.361883536	5.954546047	20.05380298	7.53E-06	3.04E-05
RALGAPA1	253959	-0.16321112	3.949411654	4.851861041	0.027616321	0.062375571	0.199616743	3.949411654	7.369972781	0.006632194	0.023495326	RALGAPA1|253959	-0.173079206	3.949411654	5.806230127	0.015969492	0.041446099	0.136673584	3.949411654	3.778262998	0.051922536	0.085131021
RALGAPA2	57186	-0.018935427	4.604088601	0.027522696	0.868235918	0.908051206	0.091629749	4.604088601	0.634605328	0.425671064	0.569708625	RALGAPA2|57186	-0.04577786	4.604088601	0.170618311	0.679562878	0.773302701	-0.026916461	4.604088601	0.059603197	0.807124207	0.84816064
RALGAPB	57148	0.129675579	6.793815912	3.634261924	0.056601696	0.112185668	-0.088708422	6.793815912	1.608870966	0.204650582	0.336447061	RALGAPB|57148	-0.064975731	6.793815912	0.948858077	0.330010134	0.454308974	0.024008574	6.793815912	0.131897223	0.716472987	0.773416625
RALGDS	5900	0.003869403	6.544012242	0.002650807	0.958938267	0.970743923	0.147488349	6.544012242	3.807673563	0.051018266	0.118765388	RALGDS|5900	-0.119968068	6.544012242	2.673085835	0.10205797	0.183663295	-0.031389684	6.544012242	0.186351831	0.665970462	0.731053555
RALGPS1	9649	-0.033584501	4.513280645	0.127262427	0.721287508	0.79728423	0.344159779	4.513280645	13.58601829	0.000227876	0.001483293	RALGPS1|9649	-0.269330252	4.513280645	8.479671754	0.003591369	0.012254801	-0.041245026	4.513280645	0.205761507	0.650109971	0.717356222
RALGPS2	55103	0.039717372	4.606056877	0.12362184	0.725139034	0.800320321	0.157611125	4.606056877	1.918902061	0.165977747	0.288345557	RALGPS2|55103	-0.130153206	4.606056877	1.385083325	0.239237166	0.356791743	-0.067175291	4.606056877	0.374704472	0.540451029	0.618379599
RALY	22913	-0.162726606	7.741928657	6.936350958	0.008446124	0.023595066	-0.075108919	7.741928657	1.450486565	0.228449895	0.365193338	RALY|22913	0.070562864	7.741928657	1.42574744	0.232459714	0.348494843	0.167272662	7.741928657	8.159380307	0.004283901	0.009403598
RAMP1	10267	-0.268948416	3.656192762	2.069834363	0.150237837	0.240115358	0.3556928	3.656192762	3.794761773	0.051413189	0.11954003	RAMP1|10267	0.186095896	3.656192762	1.111184532	0.291824603	0.414455779	-0.27284028	3.656192762	2.291096931	0.130117935	0.187794499
RAMP2	10266	0.414927831	4.101790593	12.40279397	0.000428692	0.002025866	-0.683576609	4.101790593	28.51059566	9.32E-08	2.34E-06	RAMP2|10266	-0.306598692	4.101790593	6.632418885	0.010013919	0.028425403	0.57524747	4.101790593	25.81632509	3.75E-07	1.97E-06
RAMP3	10268	0.638147978	1.847067255	33.76402815	6.22E-09	9.07E-08	-0.184238316	1.847067255	2.48254807	0.115115622	0.219519076	RAMP3|10268	0.097436864	1.847067255	0.787302419	0.374917063	0.500578096	-0.551346526	1.847067255	23.60286944	1.18E-06	5.65E-06
B3GNT3	10331	0.297978273	5.388852275	2.912165993	0.087913732	0.158052679	0.647368157	5.388852275	13.91197821	0.000191574	0.001284929	B3GNT3|10331	0.313414041	5.388852275	3.420463829	0.064392919	0.127048649	-1.258760471	5.388852275	46.280517	1.02E-11	1.13E-10
RAN	5901	-0.183115482	8.009998827	5.717520375	0.016796435	0.041451552	-0.2267511	8.009998827	8.462108312	0.003626213	0.014264792	RAN|5901	0.139685152	8.009998827	3.672965814	0.055301697	0.112655404	0.270181431	8.009998827	14.03765293	0.000179186	0.000545266
RANBP1	5902	-0.304603379	6.538076325	12.13078672	0.000495962	0.002293198	-0.236296439	6.538076325	7.144776645	0.007518264	0.025941929	RANBP1|5902	0.257551326	6.538076325	9.840250552	0.001707342	0.006502777	0.283348492	6.538076325	12.03538998	0.000521999	0.001423056
RANBP10	57610	-0.107191048	5.100569629	2.070890939	0.150133794	0.239974285	0.120909257	5.100569629	2.631440842	0.104766601	0.20484843	RANBP10|57610	-0.05915343	5.100569629	0.67509023	0.41128253	0.536372502	0.04543522	5.100569629	0.406218474	0.523895126	0.603292404
RANBP17	64901	0.065770484	1.887780686	0.301073321	0.583210326	0.68376073	0.084189922	1.887780686	0.479991386	0.488426219	0.625936722	RANBP17|64901	-0.077114495	1.887780686	0.432900519	0.510569129	0.629857886	-0.072845911	1.887780686	0.389870301	0.532367585	0.610967613
RANBP2	5903	0.035791537	6.311016044	0.297584266	0.585400848	0.685641954	-0.048685578	6.311016044	0.529328433	0.466889337	0.607052453	RANBP2|5903	-0.178337767	6.311016044	7.670415222	0.005613354	0.017573644	0.191231809	6.311016044	9.255834794	0.002347463	0.005511593
RANBP3	8498	-0.055807805	5.979916316	0.603247203	0.437341746	0.54986715	0.061828742	5.979916316	0.729637248	0.393000796	0.539171005	RANBP3|8498	-0.068780209	5.979916316	0.973685626	0.323762711	0.447978749	0.062759272	5.979916316	0.829191084	0.36250654	0.44712961
RANBP6	26953	0.005350474	4.242251567	0.004416266	0.947015588	0.962581927	-0.160831905	4.242251567	3.793838629	0.051441548	0.119579588	RANBP6|26953	0.131869735	4.242251567	2.891657951	0.089039254	0.16495739	0.023611697	4.242251567	0.092421847	0.761120565	0.809548737
RANBP9	10048	0.054245191	6.045858716	0.723335072	0.395052119	0.508851214	-0.197533359	6.045858716	9.027969973	0.002658796	0.01107934	RANBP9|10048	0.135988158	6.045858716	4.874461205	0.027256949	0.06404583	0.00730001	6.045858716	0.013969685	0.905914402	0.92768562
RANGAP1	5905	-0.060247924	6.762162554	0.822235922	0.364527245	0.478157148	0.010390847	6.762162554	0.023962619	0.876980065	0.922449722	RANGAP1|5905	0.197027495	6.762162554	9.620623141	0.001924044	0.007198862	-0.147170418	6.762162554	5.215165126	0.022390721	0.040630758
RANGRF	29098	-0.263366805	4.170085787	9.010577238	0.002684216	0.009244351	-0.294388388	4.170085787	10.87557355	0.000974408	0.004879099	RANGRF|29098	0.236614134	4.170085787	8.19314158	0.004204905	0.013953972	0.321141059	4.170085787	15.34691344	8.95E-05	0.000289322
B3GNT4	79369	-0.33308887	0.441801425	3.300072705	0.069276817	0.131237726	-0.350544858	0.441801425	3.532506956	0.060176736	0.135055844	B3GNT4|79369	0.297889289	0.441801425	3.020734647	0.082206219	0.154882462	0.385744439	0.441801425	5.159405835	0.023120806	0.041825865
RAP1A	5906	0.127895911	5.940339686	4.196950979	0.04049673	0.085323581	-0.112671659	5.940339686	3.072383567	0.079632634	0.166809643	RAP1A|5906	0.275247867	5.940339686	20.96320511	4.68E-06	4.06E-05	-0.290472119	5.940339686	22.14051566	2.53E-06	1.13E-05
RAP1B	5908	-0.00871244	6.777211503	0.012690905	0.910304936	0.937114706	-0.166919546	6.777211503	4.435630959	0.035196208	0.089041197	RAP1B|5908	0.119705008	6.777211503	2.583731504	0.107966872	0.192047715	0.055926978	6.777211503	0.564768601	0.452345256	0.535075897
RAP1GAP	5909	0.051802602	5.946844641	0.142270122	0.706034553	0.785848951	0.213499852	5.946844641	2.394824529	0.121737409	0.228710568	RAP1GAP|5909	0.047830623	5.946844641	0.128869906	0.719606648	0.804367337	-0.313133076	5.946844641	5.350320303	0.020718464	0.037935638
RAP1GAP2	23108	-0.075537773	4.916259312	0.29958198	0.5841446	0.684645016	-0.453029436	4.916259312	9.964721388	0.001595683	0.007295922	RAP1GAP2|23108	-0.188513159	4.916259312	1.961174988	0.161387711	0.26267083	0.717080369	4.916259312	31.33081032	2.18E-08	1.42E-07
RAP1GDS1	5910	0.079680982	4.884359844	1.19592501	0.274137661	0.383888622	-0.221481641	4.884359844	8.641681232	0.003285581	0.013159625	RAP1GDS1|5910	0.295680499	4.884359844	17.89654754	2.33E-05	0.000168236	-0.153879839	4.884359844	4.658648968	0.030897494	0.054024446
RAP2A	5911	0.329299975	5.027928238	20.72645199	5.30E-06	4.53E-05	-0.358874103	5.027928238	21.97349934	2.76E-06	3.96E-05	RAP2A|5911	-0.07706091	5.027928238	1.151862366	0.28315963	0.405328342	0.106635038	5.027928238	2.269060317	0.131979904	0.190085051
RAP2B	5912	0.225348067	5.922789818	7.985783144	0.00471461	0.014657397	-0.163610228	5.922789818	3.900863897	0.048261285	0.11368081	RAP2B|5912	0.529153071	5.922789818	48.13548299	3.98E-12	1.09E-10	-0.59089091	5.922789818	53.59576748	2.46E-13	3.41E-12
RAP2C	57826	0.124698514	4.90468854	2.89985231	0.088587669	0.15893332	-0.126743636	4.90468854	2.821381268	0.093016327	0.187164599	RAP2C|57826	0.208079086	4.90468854	8.651278871	0.003268319	0.011299469	-0.206033965	4.90468854	8.177326727	0.004241723	0.009326921
RAPGEF1	2889	0.245132926	6.619864432	10.18883862	0.001412933	0.005435896	-0.103392319	6.619864432	1.688849846	0.193752654	0.323708443	RAPGEF1|2889	-0.023929755	6.619864432	0.100085251	0.751727353	0.829026229	-0.117810852	6.619864432	2.421095139	0.119711215	0.174865277
RAPGEF2	9693	0.270258912	4.437164211	12.8785275	0.000332374	0.001635628	-0.204672296	4.437164211	6.770454661	0.009267922	0.030695326	RAPGEF2|9693	-0.080848418	4.437164211	1.176955118	0.277976746	0.400002941	0.015261801	4.437164211	0.042750645	0.836195508	0.872501959
